eall,r,t,dr,Value
CO2,p68,2028,1.5,265079274.33748665
CO2,p68,2029,2.5,93499321.64405225
CO2,p68,2029,2.0,153573490.27910447
CO2,p68,2029,1.5,264644004.59309003
CO2,p68,2030,2.5,93159676.98836553
CO2,p68,2030,2.0,153227063.87382448
CO2,p68,2030,1.5,263477567.44554484
CO2,p68,2031,2.5,73222835.62581675
CO2,p68,2031,2.0,120617666.27091706
CO2,p68,2031,1.5,207531283.45271155
CO2,p68,2032,2.5,72894808.98538256
CO2,p68,2032,2.0,119768673.1448271
CO2,p68,2032,1.5,207092394.74810576
CO2,p68,2033,2.5,72539224.5513075
CO2,p68,2033,2.0,119402044.46059129
CO2,p68,2033,1.5,206103306.0182194
CO2,p68,2034,2.5,46274297.354971565
CO2,p68,2034,2.0,76808831.02089764
CO2,p68,2034,1.5,132706260.78538923
CO2,p68,2035,2.5,46019442.845542155
CO2,p68,2035,2.0,76224850.3128556
CO2,p68,2035,1.5,132367231.96821575
CO2,p68,2036,2.5,45749492.42440437
CO2,p68,2036,2.0,75935571.94354685
CO2,p68,2036,1.5,131689605.84107238
CO2,p68,2037,2.5,46759574.34158667
CO2,p68,2037,2.0,77781207.95370787
CO2,p68,2037,1.5,135056178.47744867
CO2,p68,2038,2.5,46453592.59396177
CO2,p68,2038,2.0,77149712.23962295
CO2,p68,2038,1.5,134655721.29681483
CO2,p68,2039,2.5,46134720.262734056
CO2,p68,2039,2.0,76805111.35975787
CO2,p68,2039,1.5,133923230.38881962
CO2,p68,2040,2.5,49004856.97666833
CO2,p68,2040,2.0,81786831.2741816
CO2,p68,2040,1.5,142822116.06566417
CO2,p68,2041,2.5,48638685.057908505
CO2,p68,2041,2.0,81384413.87715067
CO2,p68,2041,1.5,142343827.745373
CO2,p68,2042,2.5,48261222.97874514
CO2,p68,2042,2.0,80966333.17493825
CO2,p68,2042,1.5,141848483.83357322
CO2,p68,2043,2.5,99436453.60210839
CO2,p68,2043,2.0,167274068.87236124
CO2,p68,2043,1.5,293567339.67097074
CO2,p68,2044,2.5,99143287.96565083
CO2,p68,2044,2.0,166345356.28251538
CO2,p68,2044,1.5,292471382.60533214
CO2,p68,2045,2.5,98285242.20040914
CO2,p68,2045,2.0,165388752.3490678
CO2,p68,2045,1.5,291343703.5772317
CO2,p68,2046,2.5,95410654.93518116
CO2,p68,2046,2.0,161031151.0071536
CO2,p68,2046,1.5,284845742.7840664
CO2,p68,2047,2.5,94537996.50589596
CO2,p68,2047,2.0,160586283.59988365
CO2,p68,2047,1.5,283673388.09664345
CO2,p68,2048,2.5,94124134.1071835
CO2,p68,2048,2.0,159565067.16999567
CO2,p68,2048,1.5,282473474.2916545
CO2,p68,2049,2.5,94628119.98686218
CO2,p68,2049,2.0,160929168.29394642
CO2,p68,2049,1.5,285517544.55422586
CO2,p68,2050,2.5,93691207.90778436
CO2,p68,2050,2.0,159849664.0690644
CO2,p68,2050,1.5,284246690.5745822
CO2,p69,2023,2.5,12434520.390359756
CO2,p69,2023,2.0,20194146.363520455
CO2,p69,2023,1.5,34575488.053631365
CO2,p69,2024,2.5,12422389.150954528
CO2,p69,2024,2.0,20186382.370301105
CO2,p69,2024,1.5,34549769.82609228
CO2,p69,2025,2.5,12875650.92799822
CO2,p69,2025,2.0,21100142.88577687
CO2,p69,2025,1.5,36006935.90323109
CO2,p69,2026,2.5,12851493.984418485
CO2,p69,2026,2.0,20979146.875888027
CO2,p69,2026,1.5,35967519.44356691
CO2,p69,2027,2.5,12820855.909634436
CO2,p69,2027,2.0,20950447.632555757
CO2,p69,2027,1.5,35921404.12745735
CO2,p69,2028,2.5,13163900.43410546
CO2,p69,2028,2.0,21536217.37682024
CO2,p69,2028,1.5,36934510.6070857
CO2,p69,2029,2.5,13027618.60823913
CO2,p69,2029,2.0,21397982.621829666
CO2,p69,2029,1.5,36873862.80641725
CO2,p69,2030,2.5,12980294.617446357
CO2,p69,2030,2.0,21349713.70389043
CO2,p69,2030,1.5,36711338.65093137
CO2,p69,2031,2.5,7777962.449800842
CO2,p69,2031,2.0,12812392.077138137
CO2,p69,2031,1.5,22044632.880689
CO2,p69,2032,2.5,7743118.416924685
CO2,p69,2032,2.0,12722209.32747502
CO2,p69,2032,1.5,21998012.726813644
CO2,p69,2033,2.5,7705347.107573833
CO2,p69,2033,2.0,12683264.86275122
CO2,p69,2033,1.5,21892948.576609313
CO2,p69,2034,2.5,4029173.009789584
CO2,p69,2034,2.0,6687861.006054595
CO2,p69,2034,1.5,11554934.699168198
CO2,p69,2035,2.5,4006982.442465802
CO2,p69,2035,2.0,6637012.923175429
CO2,p69,2035,1.5,11525414.947647875
CO2,p69,2036,2.5,3983477.4512935732
CO2,p69,2036,2.0,6611825.018343643
CO2,p69,2036,1.5,11466413.016591629
CO2,p69,2037,2.5,3932656.605976553
CO2,p69,2037,2.0,6541693.024094491
CO2,p69,2037,1.5,11358734.119076766
