eall,r,t,dr,Value
CH4,p11,2044,2.0,2560935836.7732
CH4,p11,2044,1.5,3246650896.8928003
CH4,p11,2047,2.5,2535050812.4686
CH4,p11,2047,2.0,3056058188.0372996
CH4,p11,2047,1.5,3864786054.5916996
CH4,p11,2050,2.5,2766148735.0385003
CH4,p11,2050,2.0,3319378482.0462003
CH4,p11,2050,1.5,4188739513.0583
CH4,p110,2020,2.5,487797867.89890003
CH4,p110,2020,2.0,600366606.6448001
CH4,p110,2020,1.5,863026997.0519
CH4,p110,2023,2.5,122689829.43792
CH4,p110,2023,2.0,152533301.46336
CH4,p110,2023,1.5,213049230.84828
CH4,p110,2026,2.5,144467096.52566
CH4,p110,2026,2.0,181019012.51408
CH4,p110,2026,1.5,247160574.77884
CH4,p110,2029,2.5,172860084.10656
CH4,p110,2029,2.0,217954019.09087998
CH4,p110,2029,1.5,292171120.41924
CH4,p110,2032,2.5,272401228.59072
CH4,p110,2032,2.0,341162703.76896
CH4,p110,2032,1.5,449594260.78080004
CH4,p110,2035,2.5,419306531.7744
CH4,p110,2035,2.0,519575485.02479994
CH4,p110,2035,1.5,674536594.5935999
CH4,p110,2038,2.5,589446738.56416
CH4,p110,2038,2.0,724044812.72448
CH4,p110,2038,1.5,928262580.416
CH4,p110,2041,2.5,601553348.8398999
CH4,p110,2041,2.0,733548867.8299499
CH4,p110,2041,1.5,932624076.7985499
CH4,p110,2044,2.5,784150060.37344
CH4,p110,2044,2.0,950327556.61152
CH4,p110,2044,1.5,1204786847.72608
CH4,p110,2047,2.5,860500224.4714601
CH4,p110,2047,2.0,1037351497.5990301
CH4,p110,2047,1.5,1311866906.6328702
CH4,p110,2050,2.5,966305910.6715001
CH4,p110,2050,2.0,1159567092.8058
CH4,p110,2050,1.5,1463263236.1597002
CH4,p111,2020,2.5,3979271306.2219
CH4,p111,2020,2.0,4897564684.5808
CH4,p111,2020,1.5,7040249234.0849
CH4,p111,2023,2.5,4110759159.3088794
CH4,p111,2023,2.0,5110673549.411039
CH4,p111,2023,1.5,7138277729.34042
CH4,p111,2026,2.5,5159187086.790421
CH4,p111,2026,2.0,6464523578.628961
CH4,p111,2026,1.5,8826561040.05108
CH4,p111,2029,2.5,6831155454.91344
CH4,p111,2029,2.0,8613196008.36912
CH4,p111,2029,1.5,11546137752.59826
CH4,p111,2032,2.5,7097341505.82364
CH4,p111,2032,2.0,8888903439.33252
CH4,p111,2032,1.5,11714058796.0196
CH4,p111,2035,2.5,7913025319.9624
CH4,p111,2035,2.0,9805270505.1708
CH4,p111,2035,1.5,12729649427.7656
CH4,p111,2038,2.5,8668198119.693039
CH4,p111,2038,2.0,10647550446.23712
CH4,p111,2038,1.5,13650705700.303999
